"System Idle Process","0","Services","0","8 K","Unknown","NT AUTHORITY\SYSTEM","323:13:31","N/A"
"svchost.exe","3084","Services","0","4,844 K","Unknown","N/A","0:00:09","N/A"
"svchost.exe","3316","Services","0","8,844 K","Unknown","N/A","0:00:46","N/A"
"svchost.exe","3396","Services","0","7,196 K","Unknown","N/A","0:00:00","N/A"
"spoolsv.exe","3488","Services","0","4,908 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3528","Services","0","8,244 K","Unknown","N/A","0:00:01","N/A"
"svchost.exe","3548","Services","0","13,084 K","Unknown","N/A","0:00:23","N/A"
"svchost.exe","3596","Services","0","2,688 K","Unknown","N/A","0:00:02","N/A"
"svchost.exe","3928","Services","0","10,108 K","Unknown","N/A","0:00:14","N/A"
"svchost.exe","3944","Services","0","37,276 K","Unknown","N/A","0:00:58","N/A"
"ibtsiva.exe","3968","Services","0","2,364 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3980","Services","0","25,764 K","Unknown","N/A","0:04:28","N/A"
"svchost.exe","4000","Services","0","6,592 K","Unknown","N/A","0:00:02","N/A"
"svchost.exe","4080","Services","0","1,232 K","Unknown","N/A","0:00:00","N/A"
"SynTPEnhService.exe","3252","Services","0","2,480 K","Unknown","N/A","0:00:00","N/A"
"valWBFPolicyService.exe","3228","Services","0","1,096 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","4120","Services","0","1,724 K","Unknown","N/A","0:00:00","N/A"
"valWbioSyncSvc.exe","4136","Services","0","3,972 K","Unknown","N/A","0:00:04","N/A"
"svchost.exe","4164","Services","0","4,016 K","Unknown","N/A","0:00:01","N/A"
"MsMpEng.exe","4172","Services","0","2,55,648 K","Unknown","N/A","2:12:11","N/A"
"svchost.exe","4196","Services","0","14,692 K","Unknown","N/A","0:00:06","N/A"
"svchost.exe","4336","Services","0","1,068 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","4608","Services","0","5,768 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","4624","Services","0","4,136 K","Unknown","N/A","0:00:04","N/A"
"RAVBg64.exe","4796","Console","1","4,864 K","Running","N/A","0:00:00","Realtek HD Audio Background Process for Vista"
"sihost.exe","4192","Console","1","24,756 K","Running","DESKTOP-9639UFB\Admin","0:00:46","N/A"
"SensorDBSynch.exe","3380","Console","1","1,860 K","Unknown","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"conhost.exe","3128","Console","1","548 K","Unknown","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"svchost.exe","3908","Console","1","12,936 K","Unknown","DESKTOP-9639UFB\Admin","0:00:58","N/A"
"svchost.exe","5192","Console","1","26,244 K","Running","DESKTOP-9639UFB\Admin","0:00:26","Windows Push Notifications Platform"
"PowerMgr.exe","5244","Console","1","3,976 K","Running","DESKTOP-9639UFB\Admin","0:01:28","PwrMgrBkGndWindow"
"taskhostw.exe","5292","Console","1","11,336 K","Running","DESKTOP-9639UFB\Admin","0:00:27","Task Host Window"
"svchost.exe","5516","Services","0","11,416 K","Unknown","N/A","0:00:21","N/A"
"igfxEM.exe","5572","Console","1","6,116 K","Running","DESKTOP-9639UFB\Admin","0:00:05","The Event Manager - Status"
"igfxHK.exe","5592","Console","1","2,332 K","Running","DESKTOP-9639UFB\Admin","0:00:00","HotKey Listener"
"svchost.exe","5824","Services","0","3,652 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","5856","Services","0","10,884 K","Unknown","N/A","0:00:09","N/A"
"explorer.exe","5992","Console","1","1,53,852 K","Running","DESKTOP-9639UFB\Admin","0:37:37","How to show all running processes on macOS/OS X? - Ask Different"
"svchost.exe","5812","Console","1","17,072 K","Running","DESKTOP-9639UFB\Admin","0:00:16","N/A"
"StartMenuExperienceHost.exe","6744","Console","1","42,676 K","Running","DESKTOP-9639UFB\Admin","0:00:11","Start"
"RuntimeBroker.exe","6984","Console","1","18,532 K","Unknown","DESKTOP-9639UFB\Admin","0:00:19","N/A"
"svchost.exe","7036","Services","0","7,912 K","Unknown","N/A","0:00:03","N/A"
"SynTPEnh.exe","6224","Console","1","10,280 K","Running","DESKTOP-9639UFB\Admin","0:02:29","Forcepad driver tray window"
"RuntimeBroker.exe","7248","Console","1","24,508 K","Running","DESKTOP-9639UFB\Admin","0:00:32","N/A"
"svchost.exe","7292","Services","0","4,040 K","Unknown","N/A","0:00:01","N/A"
"SearchIndexer.exe","7348","Services","0","24,712 K","Unknown","N/A","0:01:48","N/A"
"SynTPLpr.exe","7524","Console","1","892 K","Running","DESKTOP-9639UFB\Admin","0:00:00","Touchpad driver helper window"
"SynLenovoHelper.exe","7536","Console","1","2,008 K","Running","DESKTOP-9639UFB\Admin","0:00:00","TouchPad object helper window"
"SynTPHelper.exe","7768","Console","1","704 K","Running","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"svchost.exe","7776","Services","0","7,340 K","Unknown","N/A","0:00:55","N/A"
"ctfmon.exe","7336","Console","1","10,688 K","Running","DESKTOP-9639UFB\Admin","0:04:41","N/A"
"RuntimeBroker.exe","6020","Console","1","22,452 K","Running","DESKTOP-9639UFB\Admin","0:00:46","OLEChannelWnd"
"NisSrv.exe","8400","Services","0","5,564 K","Unknown","N/A","0:01:26","N/A"
"SecurityHealthSystray.exe","8848","Console","1","3,932 K","Running","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"SecurityHealthService.exe","8884","Services","0","9,856 K","Unknown","N/A","0:00:04","N/A"
"RAVBg64.exe","10092","Console","1","1,788 K","Running","DESKTOP-9639UFB\Admin","0:00:00","Realtek HD Audio Background Process for Vista"
"RAVCpl64.exe","10188","Console","1","1,716 K","Running","DESKTOP-9639UFB\Admin","0:00:01","Realtek HD Audio CPL for Vista"
"svchost.exe","9856","Services","0","13,360 K","Unknown","N/A","0:00:06","N/A"
"svchost.exe","8260","Console","1","8,644 K","Unknown","DESKTOP-9639UFB\Admin","0:00:03","N/A"
"svchost.exe","2120","Services","0","5,412 K","Unknown","N/A","0:00:03","N/A"
"TextInputHost.exe","10136","Console","1","13,092 K","Running","DESKTOP-9639UFB\Admin","0:00:50","Microsoft Text Input Application"
"dllhost.exe","6716","Console","1","2,652 K","Running","DESKTOP-9639UFB\Admin","0:00:00","OleMainThreadWndName"
"notepad++.exe","596","Console","1","18,212 K","Running","DESKTOP-9639UFB\Admin","0:22:16","C:\Deval Docs\Spool\__SPool_Phase 2\spoolapp_V1.5\spoolapp\p.txt - Notepad++"
"svchost.exe","992","Services","0","12,288 K","Unknown","N/A","0:01:04","N/A"
"SgrmBroker.exe","9100","Services","0","5,456 K","Unknown","N/A","0:00:09","N/A"
"svchost.exe","7188","Services","0","5,616 K","Unknown","N/A","0:00:01","N/A"
"svchost.exe","9840","Console","1","2,012 K","Unknown","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"ShellExperienceHost.exe","3468","Console","1","88,060 K","Running","DESKTOP-9639UFB\Admin","0:00:23","New notification"
"RuntimeBroker.exe","936","Console","1","20,812 K","Running","DESKTOP-9639UFB\Admin","0:00:07","N/A"
"SystemSettingsBroker.exe","4520","Console","1","15,532 K","Running","DESKTOP-9639UFB\Admin","0:00:12","N/A"
"svchost.exe","7644","Services","0","10,608 K","Unknown","N/A","0:00:01","N/A"
"svchost.exe","7984","Services","0","3,624 K","Unknown","N/A","0:00:00","N/A"
"Microsoft.Photos.exe","7012","Console","1","944 K","Running","DESKTOP-9639UFB\Admin","0:00:02","N/A"
"RuntimeBroker.exe","6856","Console","1","9,144 K","Running","DESKTOP-9639UFB\Admin","0:00:01","N/A"
"svchost.exe","7272","Services","0","3,264 K","Unknown","N/A","0:00:02","N/A"
"LockApp.exe","7928","Console","1","26,884 K","Running","DESKTOP-9639UFB\Admin","0:00:11","Windows Default Lock Screen"
"TabTip.exe","9124","Console","1","6,564 K","Running","DESKTOP-9639UFB\Admin","0:00:45","GDI+ Window (TabTip.exe)"
"RuntimeBroker.exe","3136","Console","1","28,768 K","Running","DESKTOP-9639UFB\Admin","0:00:19","N/A"
"Taskmgr.exe","2772","Console","1","50,132 K","Running","DESKTOP-9639UFB\Admin","1:12:19","Task Manager"
"CompPkgSrv.exe","7264","Console","1","2,948 K","Unknown","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"svchost.exe","4412","Services","0","944 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3132","Services","0","3,244 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","5060","Console","1","5,168 K","Running","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"ApplicationFrameHost.exe","4676","Console","1","9,144 K","Running","DESKTOP-9639UFB\Admin","0:00:01","Settings"
"TrustedInstaller.exe","10252","Services","0","4,648 K","Unknown","N/A","0:00:06","N/A"
"TiWorker.exe","9372","Services","0","15,232 K","Unknown","N/A","0:01:34","N/A"
"fodhelper.exe","7400","Services","0","2,072 K","Unknown","N/A","0:00:00","N/A"
"SystemSettings.exe","7116","Console","1","544 K","Running","DESKTOP-9639UFB\Admin","0:00:00","Settings"
"UserOOBEBroker.exe","7844","Console","1","2,124 K","Unknown","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"SearchApp.exe","7596","Console","1","56,880 K","Running","DESKTOP-9639UFB\Admin","0:00:11","N/A"
"taskhostw.exe","13824","Console","1","8,280 K","Running","DESKTOP-9639UFB\Admin","0:00:01","Task Host Window"
"SearchApp.exe","13280","Console","1","14,240 K","Running","DESKTOP-9639UFB\Admin","0:01:04","Search"
"msedge.exe","13356","Console","1","3,23,532 K","Running","DESKTOP-9639UFB\Admin","1:06:34","MS-DOS and Windows Command Line Tasklist Command and 6 more pages - Profile 1 - Microsoft? Edge"
"msedge.exe","13380","Console","1","8,636 K","Running","DESKTOP-9639UFB\Admin","0:00:01","N/A"
"msedge.exe","10196","Console","1","2,27,216 K","Running","DESKTOP-9639UFB\Admin","2:18:38","N/A"
"msedge.exe","4504","Console","1","57,904 K","Unknown","DESKTOP-9639UFB\Admin","0:36:06","N/A"
"msedge.exe","10332","Console","1","8,348 K","Unknown","DESKTOP-9639UFB\Admin","0:00:11","N/A"
"msedge.exe","10748","Console","1","80,988 K","Unknown","DESKTOP-9639UFB\Admin","0:13:44","N/A"
"msedge.exe","12336","Console","1","13,040 K","Unknown","DESKTOP-9639UFB\Admin","0:03:40","N/A"
"msedge.exe","7180","Console","1","11,236 K","Running","DESKTOP-9639UFB\Admin","0:00:04","OleMainThreadWndName"
"cmd.exe","12540","Console","1","2,532 K","Running","DESKTOP-9639UFB\Admin","0:00:01","Command Prompt - tasklist  /FO CSV /NH /V "
"conhost.exe","2992","Console","1","13,496 K","Running","DESKTOP-9639UFB\Admin","0:00:31","N/A"
"msedge.exe","8684","Console","1","9,296 K","Unknown","DESKTOP-9639UFB\Admin","0:01:09","N/A"
"msedge.exe","6620","Console","1","28,428 K","Unknown","DESKTOP-9639UFB\Admin","0:00:44","N/A"
"msedge.exe","14208","Console","1","41,820 K","Unknown","DESKTOP-9639UFB\Admin","0:01:04","N/A"
"msedge.exe","3684","Console","1","8,472 K","Unknown","DESKTOP-9639UFB\Admin","0:00:32","N/A"
"MoUsoCoreWorker.exe","4232","Services","0","50,864 K","Unknown","N/A","0:01:32","N/A"
"msedge.exe","11784","Console","1","1,30,772 K","Unknown","DESKTOP-9639UFB\Admin","0:06:30","N/A"
"msedge.exe","12628","Console","1","2,49,824 K","Unknown","DESKTOP-9639UFB\Admin","0:20:12","N/A"
"SearchApp.exe","13652","Console","1","3,760 K","Running","DESKTOP-9639UFB\Admin","0:00:09","News and interests"
"svchost.exe","17540","Services","0","3,964 K","Unknown","N/A","0:00:00","N/A"
"OneDrive.exe","12452","Console","1","28,004 K","Running","DESKTOP-9639UFB\Admin","0:00:05","DDE Server Window"
"cmd.exe","22784","Console","1","1,708 K","Running","DESKTOP-9639UFB\Admin","0:00:00","Command Prompt"
"conhost.exe","4400","Console","1","5,852 K","Running","DESKTOP-9639UFB\Admin","0:00:08","N/A"
"explorer.exe","19216","Console","1","29,588 K","Running","DESKTOP-9639UFB\Admin","0:00:08","Programs and Features"
"msedge.exe","12720","Console","1","69,640 K","Unknown","DESKTOP-9639UFB\Admin","0:03:31","N/A"
"msedge.exe","21608","Console","1","1,93,772 K","Unknown","DESKTOP-9639UFB\Admin","0:03:20","N/A"
"svchost.exe","21660","Services","0","7,976 K","Unknown","N/A","0:00:00","N/A"
"Zoom.exe","2996","Console","1","99,732 K","Running","DESKTOP-9639UFB\Admin","0:01:03","N/A"
"zWebview2Agent.exe","15860","Console","1","31,036 K","Running","DESKTOP-9639UFB\Admin","0:00:05","N/A"
"msedgewebview2.exe","14140","Console","1","1,05,636 K","Running","DESKTOP-9639UFB\Admin","0:00:10","N/A"
"msedgewebview2.exe","1412","Console","1","7,048 K","Running","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"msedgewebview2.exe","17452","Console","1","77,144 K","Running","DESKTOP-9639UFB\Admin","0:00:16","N/A"
"msedgewebview2.exe","17912","Console","1","33,820 K","Unknown","DESKTOP-9639UFB\Admin","0:00:02","N/A"
"msedgewebview2.exe","12312","Console","1","17,600 K","Unknown","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"msedgewebview2.exe","15528","Console","1","67,896 K","Unknown","DESKTOP-9639UFB\Admin","0:00:03","N/A"
"msedgewebview2.exe","11704","Console","1","57,780 K","Unknown","DESKTOP-9639UFB\Admin","0:00:02","N/A"
"msedgewebview2.exe","14812","Console","1","83,008 K","Unknown","DESKTOP-9639UFB\Admin","0:00:19","N/A"
"msedgewebview2.exe","22936","Console","1","65,500 K","Unknown","DESKTOP-9639UFB\Admin","0:00:03","N/A"
"msedgewebview2.exe","21032","Console","1","37,844 K","Unknown","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"msedge.exe","23300","Console","1","86,184 K","Unknown","DESKTOP-9639UFB\Admin","0:00:35","N/A"
"Zoom.exe","10052","Console","1","93,080 K","Running","DESKTOP-9639UFB\Admin","0:00:58","N/A"
"msedge.exe","13812","Console","1","57,060 K","Unknown","DESKTOP-9639UFB\Admin","0:00:17","N/A"
"svchost.exe","20852","Services","0","6,136 K","Unknown","N/A","0:00:00","N/A"
"taskhostw.exe","23132","Console","1","9,204 K","Running","DESKTOP-9639UFB\Admin","0:00:00","Task Host Window"
"WmiPrvSE.exe","240","Services","0","9,584 K","Unknown","N/A","0:00:00","N/A"
"msedge.exe","16528","Console","1","1,20,680 K","Unknown","DESKTOP-9639UFB\Admin","0:00:07","N/A"
"msedge.exe","15564","Console","1","88,708 K","Unknown","DESKTOP-9639UFB\Admin","0:00:13","N/A"
"msedge.exe","5052","Console","1","78,796 K","Unknown","DESKTOP-9639UFB\Admin","0:00:04","N/A"
"msedge.exe","9996","Console","1","28,904 K","Unknown","DESKTOP-9639UFB\Admin","0:00:00","N/A"
"WmiPrvSE.exe","10676","Services","0","11,632 K","Unknown","N/A","0:00:07","N/A"
"smartscreen.exe","11268","Console","1","23,428 K","Running","DESKTOP-9639UFB\Admin","0:00:00","OleMainThreadWndName"
"svchost.exe","19708","Services","0","7,840 K","Unknown","N/A","0:00:00","N/A"
"tasklist.exe","13484","Console","1","10,788 K","Unknown","DESKTOP-9639UFB\Admin","0:00:00","N/A"
